author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,ID,
Z. {Du Plooy} and H.C. Schönfeldt and N. Hall,https://www.sciencedirect.com/science/article/pii/S0308814617306155,https://doi.org/10.1016/j.foodchem.2017.04.044,0308-8146,2018,22-28,Food Chemistry,The role of traditional foods in food-based dietary guidelines – A South African case study on maas (cultured milk),article,DUPLOOY201822,
Neetu Singh and Amrender Singh Rao and Abhishek Nandal and Sanjiv Kumar and Surender Singh Yadav and Showkat Ahmad Ganaie and Balasubramanian Narasimhan,https://www.sciencedirect.com/science/article/pii/S0308814620316356,https://doi.org/10.1016/j.foodchem.2020.127773,0308-8146,2021,127773,Food Chemistry,Phytochemical and pharmacological review of Cinnamomum verum J. Presl-a versatile spice used in food and nutrition,article,SINGH2021127773,
Karin F.A.M. Hulshof and Corine J.M. Beemster and Susanne Westenbrink and Michiel R.H. Löwik,https://www.sciencedirect.com/science/article/pii/0308814696000763,https://doi.org/10.1016/0308-8146(96)00076-3,0308-8146,1996,67-70,Food Chemistry,Reduction in fat intake in The Netherlands: the influence of food composition data,article,HULSHOF199667,
Hoda Khalesi and Wei Lu and Katsuyoshi Nishinari and Yapeng Fang,https://www.sciencedirect.com/science/article/pii/S0308814621013352,https://doi.org/10.1016/j.foodchem.2021.130329,0308-8146,2021,130329,Food Chemistry,Fundamentals of composites containing fibrous materials and hydrogels: A review on design and development for food applications,article,KHALESI2021130329,
Dorrain Yanwen Low and Pierre Micheau and Ville Mikael Koistinen and Kati Hanhineva and László Abrankó and Ana Rodriguez-Mateos and Andreia Bento {da Silva} and Christof {van Poucke} and Conceição Almeida and Cristina Andres-Lacueva and Dilip K. Rai and Esra Capanoglu and Francisco A. {Tomás Barberán} and Fulvio Mattivi and Gesine Schmidt and Gözde Gürdeniz and Kateřina Valentová and Letizia Bresciani and Lucie Petrásková and Lars Ove Dragsted and Mark Philo and Marynka Ulaszewska and Pedro Mena and Raúl González-Domínguez and Rocío Garcia-Villalba and Senem Kamiloglu and Sonia {de Pascual-Teresa} and Stéphanie Durand and Wieslaw Wiczkowski and Maria Rosário Bronze and Jan Stanstrup and Claudine Manach,https://www.sciencedirect.com/science/article/pii/S0308814621007639,https://doi.org/10.1016/j.foodchem.2021.129757,0308-8146,2021,129757,Food Chemistry,Data sharing in PredRet for accurate prediction of retention time: Application to plant food bioactive compounds,article,LOW2021129757,
Elizabete Wenzel {de Menezes} and Tássia do Vale Cardoso Lopes and Eliana Rodrigues Mazzini and Milana Cara Tanasov Dan and Carolina Godoy and Eliana Bistriche Giuntini,https://www.sciencedirect.com/science/article/pii/S0308814613001908,https://doi.org/10.1016/j.foodchem.2013.02.031,0308-8146,2013,547-552,Food Chemistry,Application of Choices criteria in Brazil: Impact on nutrient intake and adequacy of food products in relation to compounds associated to the risk of non-transmissible chronic diseases,article,DEMENEZES2013547,
Lijing Ke and Duojia Yang and Guanzhen Gao and Huiqin Wang and Zhaoshuo Yu and Pingfan Rao and Jianwu Zhou and Qiang Wang,https://www.sciencedirect.com/science/article/pii/S0308814620304416,https://doi.org/10.1016/j.foodchem.2020.126579,0308-8146,2020,126579,Food Chemistry,Rapid separation and quantification of self-assembled nanoparticles from a liquid food system by capillary zone electrophoresis,article,KE2020126579,
Yingying Wu and Weina Wu and Mohamed A. Farag and Ping Shao,https://www.sciencedirect.com/science/article/pii/S0308814622020416,https://doi.org/10.1016/j.foodchem.2022.134079,0308-8146,2022,134079,Food Chemistry,"Functionalized cellulose nanocrystal embedded into citrus pectin coating improves its barrier, antioxidant properties and potential application in food",article,WU2022134079,
Muthusankar Ganesan and Ramadhass {Keerthika Devi} and Ai-Ho Liao and Kuo-Yu Lee and Gopu Gopalakrishnan and Ho-Chiao Chuang,https://www.sciencedirect.com/science/article/pii/S0308814622016843,https://doi.org/10.1016/j.foodchem.2022.133722,0308-8146,2022,133722,Food Chemistry,3D-flower-like porous neodymium molybdate nanostructure for trace level detection of organophosphorus pesticide in food samples,article,GANESAN2022133722,
Rongxue Tang and Haifei Yu and Zheng Ruan and Li Zhang and Yanwen Xue and Xiaofeng Yuan and Mingge Qi and Yanbin Yao,https://www.sciencedirect.com/science/article/pii/S0308814621020719,https://doi.org/10.1016/j.foodchem.2021.131065,0308-8146,2022,131065,Food Chemistry,Effects of food matrix elements (dietary fibres) on grapefruit peel flavanone profile and on faecal microbiota during in vitro fermentation,article,TANG2022131065,
Jingkun Li and Yueying Gao and Yuqi Wan and Jinghan Liu and Lin Liu and Jiahua Wang and Xiulan Sun and Fuwei Pi and Xiangfeng Chen,https://www.sciencedirect.com/science/article/pii/S0308814621015788,https://doi.org/10.1016/j.foodchem.2021.130572,0308-8146,2022,130572,Food Chemistry,A novel analytical strategy for the determination of perfluoroalkyl acids in various food matrices using a home-made functionalized fluorine interaction SPME in combination with LC-MS/MS,article,LI2022130572,
Ana Zurita-Ortega and Ana Cervera-Mata and Gabriel Delgado and Félix Zurita-Ortega and José Ángel Rufián-Henares and Silvia Pastoriza,https://www.sciencedirect.com/science/article/pii/S0308814619323088,https://doi.org/10.1016/j.foodchem.2019.126156,0308-8146,2020,126156,Food Chemistry,Mineral profile of weight loss related foods marketed in Spain,article,ZURITAORTEGA2020126156,
Changjian Li and Huimin Zhu and Changyan Li and He Qian and Weirong Yao and Yahui Guo,https://www.sciencedirect.com/science/article/pii/S0308814621005586,https://doi.org/10.1016/j.foodchem.2021.129552,0308-8146,2021,129552,Food Chemistry,The present situation of pesticide residues in China and their removal and transformation during food processing,article,LI2021129552,
Qin-Ying Li and Ya-Qian Wang and Ming Jiang and Yuanyuan Cui and Xu Yu and Li Xu,https://www.sciencedirect.com/science/article/pii/S0308814621016356,https://doi.org/10.1016/j.foodchem.2021.130629,0308-8146,2022,130629,Food Chemistry,Hydrophilic silicon nanoparticles as a turn-off and colorimetric fluorescent probe for curcuminoids detection in food samples and cell imaging,article,LI2022130629,
Geneviève Nicolas and Cornelia M. Witthöft and Jérôme Vignat and Viktoria Knaze and Inge Huybrechts and Mark Roe and Paul Finglas and Nadia Slimani,https://www.sciencedirect.com/science/article/pii/S0308814614017737,https://doi.org/10.1016/j.foodchem.2014.11.044,0308-8146,2016,134-140,Food Chemistry,Compilation of a standardised international folate database for EPIC,article,NICOLAS2016134,
Qingfa Wang and Limin Li and Xueling Zheng,https://www.sciencedirect.com/science/article/pii/S0308814620325620,https://doi.org/10.1016/j.foodchem.2020.128700,0308-8146,2021,128700,Food Chemistry,"Recent advances in heat-moisture modified cereal starch: Structure, functionality and its applications in starchy food systems",article,WANG2021128700,
E. Jakob and I. Elmadfa,https://www.sciencedirect.com/science/article/pii/0308814695001506,https://doi.org/10.1016/0308-8146(95)00150-6,0308-8146,1996,87-91,Food Chemistry,Application of a simplified HPLC assay for the determination of phylloquinone (vitamin K1) in animal and plant food items,article,JAKOB199687,
Renato Queiroz Assis and Carlos Henrique Pagno and Liana Stoll and Polliana D'Angelo Rios and Alessandro de Oliveira Rios and Florencia Cladera Olivera,https://www.sciencedirect.com/science/article/pii/S0308814621001424,https://doi.org/10.1016/j.foodchem.2021.129140,0308-8146,2021,129140,Food Chemistry,"Active food packaging of cellulose acetate: Storage stability, protective effect on oxidation of riboflavin and release in food simulants",article,ASSIS2021129140,
Xuecheng Zhu and Xinyue Yuan and Ying Zhang and Huilin Liu and Jing Wang and Baoguo Sun,https://www.sciencedirect.com/science/article/pii/S0308814621018367,https://doi.org/10.1016/j.foodchem.2021.130830,0308-8146,2022,130830,Food Chemistry,The global concern of food security during the COVID-19 pandemic: Impacts and perspectives on food security,article,ZHU2022130830,
Saša Đurović and Milena Vujanović and Marija Radojković and Jelena Filipović and Vladimir Filipović and Uroš Gašić and Živoslav Tešić and Pavle Mašković and Zoran Zeković,https://www.sciencedirect.com/science/article/pii/S0308814619322423,https://doi.org/10.1016/j.foodchem.2019.126091,0308-8146,2020,126091,Food Chemistry,The functional food production: Application of stinging nettle leaves and its extracts in the baking of a bread,article,DUROVIC2020126091,
Mohammad Reza Morshedloo and Sima Fereydouni and Hosein Ahmadi and Mohammad Bagher Hassanpouraghdam and Ahmad Aghaee and Lamia {Vojodi Mehrabani} and Filippo Maggi,https://www.sciencedirect.com/science/article/pii/S0308814621027631,https://doi.org/10.1016/j.foodchem.2021.131757,0308-8146,2022,131757,Food Chemistry,Natural diversity in fatty acids profiles and antioxidant properties of sumac fruits (Rhus coriaria L.): Selection of preferable populations for food industries,article,MORSHEDLOO2022131757,
E Jakob and I Elmadfa,https://www.sciencedirect.com/science/article/pii/S0308814699001582,https://doi.org/10.1016/S0308-8146(99)00158-2,0308-8146,2000,219-221,Food Chemistry,"Rapid and simple HPLC analysis of vitamin K in food, tissues and blood",article,JAKOB2000219,
Sayed M. Mokhtar and Hesham M. Swailam and Hassan El-Sayed Embaby,https://www.sciencedirect.com/science/article/pii/S030881461830150X,https://doi.org/10.1016/j.foodchem.2018.01.135,0308-8146,2018,399,Food Chemistry,"Corrigendum to “Physicochemical properties, nutritional value and techno-functional properties of goldenberry (Physalis peruviana) waste powder concise title: Composition of goldenberry juice waste” [Food Chem., 248 (2018) 1–7]",article,MOKHTAR2018399,
Francesca Giampieri and Luca Mazzoni and Danila Cianciosi and José M. Alvarez-Suarez and Lucia Regolo and Cristina Sánchez-González and Franco Capocasa and Jianbo Xiao and Bruno Mezzetti and Maurizio Battino,https://www.sciencedirect.com/science/article/pii/S0308814622003144,https://doi.org/10.1016/j.foodchem.2022.132352,0308-8146,2022,132352,Food Chemistry,Organic vs conventional plant-based foods: A review,article,GIAMPIERI2022132352,
Shalini Sahani and Yogesh Chandra Sharma,https://www.sciencedirect.com/science/article/pii/S0308814620321804,https://doi.org/10.1016/j.foodchem.2020.128318,0308-8146,2021,128318,Food Chemistry,Advancements in applications of nanotechnology in global food industry,article,SAHANI2021128318,
Mohamed A. Farag and Bishoy Abib and Laila Ayad and Amira R. Khattab,https://www.sciencedirect.com/science/article/pii/S0308814620311687,https://doi.org/10.1016/j.foodchem.2020.127306,0308-8146,2020,127306,Food Chemistry,"Sweet and bitter oranges: An updated comparative review of their bioactives, nutrition, food quality, therapeutic merits and biowaste valorization practices",article,FARAG2020127306,
Maria Hayder and Maciej Trzaskowski and Lena Ruzik,https://www.sciencedirect.com/science/article/pii/S0308814621023979,https://doi.org/10.1016/j.foodchem.2021.131391,0308-8146,2022,131391,Food Chemistry,Preliminary studies of the impact of food components on nutritional properties of nanoparticles,article,HAYDER2022131391,
Audun Korsaeth and Hugh C.F. Riley and Anne Kjersti Bakken,https://www.sciencedirect.com/science/article/pii/S0308814614012564,https://doi.org/10.1016/j.foodchem.2014.08.041,0308-8146,2015,921-923,Food Chemistry,"Comments on the recently published study: “Compositional differences in soybeans on the market: Glyphosate accumulates in Roundup Ready GM soybeans”, by T. Bøhn, M. Cuhra, T. Traavik, M. Sanden, J. Fagan and R. Primicerio (Food Chemistry 2014, 153: 207–215)",article,KORSAETH2015921,
Juan Antonio Nieto and Laura Soriano-Romaní and Lidia Tomás-Cobos and Lalit Sharma and Tanja Budde,https://www.sciencedirect.com/science/article/pii/S0308814620326029,https://doi.org/10.1016/j.foodchem.2020.128740,0308-8146,2021,128740,Food Chemistry,Improved in vitro bioavailability of a newly developed functionalized calcium carbonate salt as a food ingredient and its comparison with available commercial calcium salts,article,NIETO2021128740,
Santanu Deb-Choudhury and Janine Cooney and Diane Brewster and Stefan Clerens and Scott O. Knowles and Mustafa M. Farouk and Anita Grosvenor and Jolon M. Dyer,https://www.sciencedirect.com/science/article/pii/S0308814620328326,https://doi.org/10.1016/j.foodchem.2020.128950,0308-8146,2021,128950,Food Chemistry,The effects of blanching on composition and modification of proteins in navy beans (Phaseolus vulgaris),article,DEBCHOUDHURY2021128950,
Swarup Roy and Ruchir Priyadarshi and Parya Ezati and Jong-Whan Rhim,https://www.sciencedirect.com/science/article/pii/S0308814621028910,https://doi.org/10.1016/j.foodchem.2021.131885,0308-8146,2022,131885,Food Chemistry,Curcumin and its uses in active and smart food packaging applications - a comprehensive review,article,ROY2022131885,
Pilaipan Chaikhan and Yuthapong Udnan and Richmond J. Ampiah-Bonney and Wipharat Chuachuad Chaiyasith,https://www.sciencedirect.com/science/article/pii/S0308814621028636,https://doi.org/10.1016/j.foodchem.2021.131857,0308-8146,2022,131857,Food Chemistry,Fast sequential multi element analysis of lead and cadmium in canned food samples using effervescent tablet-assisted switchable solvent based liquid phase microextraction (EA-SS-LPME) coupled with high-resolution continuum source flame atomic absorption spectrometry (HR-CS-FAAS),article,CHAIKHAN2022131857,
Dagmara Bajer and Aleksandra Burkowska-But,https://www.sciencedirect.com/science/article/pii/S0308814621026455,https://doi.org/10.1016/j.foodchem.2021.131639,0308-8146,2022,131639,Food Chemistry,"Innovative and environmentally safe composites based on starch modified with dialdehyde starch, caffeine, or ascorbic acid for applications in the food packaging industry",article,BAJER2022131639,
Wanwisa Wongmaneepratip and Xianfu Gao and Hongshun Yang,https://www.sciencedirect.com/science/article/pii/S030881462200485X,https://doi.org/10.1016/j.foodchem.2022.132523,0308-8146,2022,132523,Food Chemistry,Effect of food processing on reduction and degradation pathway of pyrethroid pesticides in mackerel fillet (Scomberomorus commerson),article,WONGMANEEPRATIP2022132523,
Huan Cao and Ziheng Wang and Jing Meng and Ming Du and Yingjie Pan and Yong Zhao and Haiquan Liu,https://www.sciencedirect.com/science/article/pii/S0308814622013073,https://doi.org/10.1016/j.foodchem.2022.133345,0308-8146,2022,133345,Food Chemistry,Determination of arsenic in Chinese mitten crabs (Eriocheir sinensis): Effects of cooking and gastrointestinal digestion on food safety,article,CAO2022133345,
Manlu Wang and Juan He and Jin Luo and Jing Hu and Xiandeng Hou,https://www.sciencedirect.com/science/article/pii/S0308814621028478,https://doi.org/10.1016/j.foodchem.2021.131841,0308-8146,2022,131841,Food Chemistry,Ultrasensitive determination and non-chromatographic speciation of inorganic arsenic in foods and water by photochemical vapor generation-ICPMS using CdS/MIL-100(Fe) as adsorbent and photocatalyst,article,WANG2022131841,
Sanaa Ragaee and El-Sayed M. Abdel-Aal and Maher Noaman,https://www.sciencedirect.com/science/article/pii/S0308814605004632,https://doi.org/10.1016/j.foodchem.2005.04.039,0308-8146,2006,32-38,Food Chemistry,Antioxidant activity and nutrient composition of selected cereals for food use,article,RAGAEE200632,
Safia Zoubiri and Aoumeur Baaliouamer,https://www.sciencedirect.com/science/article/pii/S0308814610004176,https://doi.org/10.1016/j.foodchem.2010.03.119,0308-8146,2010,1226-1228,Food Chemistry,Essential oil composition of Coriandrum sativum seed cultivated in Algeria as food grains protectant,article,ZOUBIRI20101226,
Hassan M. Hassan and Ibrahim Hotan Alsohaimi and Mohammad Rizwan Khan and Abdulhamed Yousif Ahmed Alfalah and Musharraf Almunaffi Haddur Alruwaili and Pravej Alam and Naushad Ahmad and Mohamed Ouladsmane,https://www.sciencedirect.com/science/article/pii/S0308814622010123,https://doi.org/10.1016/j.foodchem.2022.133050,0308-8146,2022,133050,Food Chemistry,Quantitative assessment of phosphate food additive in frozen and chilled chicken using spectrophotometric approach combined with graphitic digestion,article,HASSAN2022133050,
Kaatje {Van Vlierberghe} and Maxime Gavage and Marc Dieu and Patsy Renard and Thierry Arnould and Nathalie Gillard and Katleen Coudijzer and Marc {De Loose} and Kris Gevaert and Christof {Van Poucke},https://www.sciencedirect.com/science/article/pii/S0308814619318060,https://doi.org/10.1016/j.foodchem.2019.125679,0308-8146,2020,125679,Food Chemistry,"Selection of universal peptide biomarkers for the detection of the allergen hazelnut in food trough a comprehensive, high resolution mass spectrometric (HRMS) based approach",article,VANVLIERBERGHE2020125679,
Marwa {El Badry Mohamed} and Eman {Yossri Frag} and Heba A. Marzouk,https://www.sciencedirect.com/science/article/pii/S0308814621013303,https://doi.org/10.1016/j.foodchem.2021.130324,0308-8146,2021,130324,Food Chemistry,A validated potentiometric method for the rapid determination of chromium ions content in food samples using a portable graphite sensor,article,ELBADRYMOHAMED2021130324,
Longzhan Gan and Guangyang Jiang and Yichen Yang and Bijun Zheng and Shihao Zhang and Xiaoguang Li and Yongqiang Tian and Biyu Peng,https://www.sciencedirect.com/science/article/pii/S0308814622009517,https://doi.org/10.1016/j.foodchem.2022.132989,0308-8146,2022,132989,Food Chemistry,Development and characterization of levan/pullulan/chitosan edible films enriched with ε-polylysine for active food packaging,article,GAN2022132989,
Martyna N. Wieczorek and Wei Zhou and Janusz Pawliszyn,https://www.sciencedirect.com/science/article/pii/S0308814622010007,https://doi.org/10.1016/j.foodchem.2022.133038,0308-8146,2022,133038,Food Chemistry,Sequential thin film-solid phase microextraction as a new strategy for addressing displacement and saturation effects in food analysis,article,WIECZOREK2022133038,
Mohammad {Hassan Amini} and Hassan Alijani and Mostafa {Hossein Beyki},https://www.sciencedirect.com/science/article/pii/S0308814622016508,https://doi.org/10.1016/j.foodchem.2022.133688,0308-8146,2022,133688,Food Chemistry,Toxic cadmium selective sequestration from food samples using melamine anchored magnetic cellulose by surface imprinting route,article,HASSANAMINI2022133688,
Uillian Mozart Ferreira Mata Cerqueira and Marcos Almeida Bezerra and Sérgio Luís Costa Ferreira and Rodrigo {de Jesus Araújo} and Bruno Novaes {da Silva} and Cleber Galvão Novaes,https://www.sciencedirect.com/science/article/pii/S0308814621014357,https://doi.org/10.1016/j.foodchem.2021.130429,0308-8146,2021,130429,Food Chemistry,Doehlert design in the optimization of procedures aiming food analysis – A review,article,CERQUEIRA2021130429,
Khanittha Chinarak and Worawan Panpipat and Pijug Summpunn and Atikorn Panya and Natthaporn Phonsatta and Ling-Zhi Cheong and Manat Chaijan,https://www.sciencedirect.com/science/article/pii/S0308814621012851,https://doi.org/10.1016/j.foodchem.2021.130279,0308-8146,2021,130279,Food Chemistry,Insights into the effects of dietary supplements on the nutritional composition and growth performance of sago palm weevil (Rhynchophorus ferrugineus) larvae,article,CHINARAK2021130279,
Jehannara Calle and Yaiza Benavent-Gil and Cristina M. Rosell,https://www.sciencedirect.com/science/article/pii/S0308814620325280,https://doi.org/10.1016/j.foodchem.2020.128666,0308-8146,2021,128666,Food Chemistry,"Use of flour from cormels of Xanthosoma sagittifolium (L.) Schott and Colocasia esculenta (L.) Schott to develop pastes foods: Physico-chemical, functional and nutritional characterization",article,CALLE2021128666,
Elena Canellas and Paula Vera and Xue-Chao Song and Cristina Nerin and Jeff Goshawk and Nicola Dreolin,https://www.sciencedirect.com/science/article/pii/S0308814621002648,https://doi.org/10.1016/j.foodchem.2021.129260,0308-8146,2021,129260,Food Chemistry,The use of ion mobility time-of-flight mass spectrometry to assess the migration of polyamide 6 and polyamide 66 oligomers from kitchenware utensils to food,article,CANELLAS2021129260,
Hsin-Yi Yin and Yi-Ting Li and Wen-Che Tsai and Hong-Yu Dai and Hsiao-Wei Wen,https://www.sciencedirect.com/science/article/pii/S0308814621028508,https://doi.org/10.1016/j.foodchem.2021.131844,0308-8146,2022,131844,Food Chemistry,An immunochromatographic assay utilizing magnetic nanoparticles to detect major peanut allergen Ara h 1 in processed foods,article,YIN2022131844,
Shuo Mu and Markus Stieger and Sanne Boesveldt,https://www.sciencedirect.com/science/article/pii/S030881462201319X,https://doi.org/10.1016/j.foodchem.2022.133357,0308-8146,2022,133357,Food Chemistry,Olfactory discrimination of fat content in milks is facilitated by differences in volatile compound composition rather than odor intensity,article,MU2022133357,
Asako Ozaki and Eri Kishi and Tomoko Ooshima and Naoya Kakutani and Yutaka Abe and Motoh Mutsuga and Yukihiko Yamaguchi and Tetsuo Yamano,https://www.sciencedirect.com/science/article/pii/S0308814622017204,https://doi.org/10.1016/j.foodchem.2022.133758,0308-8146,2022,133758,Food Chemistry,Determination of potential volatile compounds in polyethylene terephthalate (PET) bottles and their short- and long-term migration into food simulants and soft drink,article,OZAKI2022133758,
Luiza V. Vieira and Maria Eduarda {M. Juvenato} and Maiara Krause and Otávio A. Heringer and Juliano S. Ribeiro and Geisamanda P. Brandão and Ricardo M. Kuster and Maria Tereza W.D. Carneiro,https://www.sciencedirect.com/science/article/pii/S0308814622011104,https://doi.org/10.1016/j.foodchem.2022.133148,0308-8146,2022,133148,Food Chemistry,"The effects of drying methods and harvest season on piperine, essential oil composition, and multi-elemental composition of black pepper",article,VIEIRA2022133148,
Ricardo Gómez-García and Débora A. Campos and Ana Oliveira and Cristóbal N. Aguilar and Ana R. Madureira and Manuela Pintado,https://www.sciencedirect.com/science/article/pii/S0308814620314412,https://doi.org/10.1016/j.foodchem.2020.127579,0308-8146,2021,127579,Food Chemistry,A chemical valorisation of melon peels towards functional food ingredients: Bioactives profile and antioxidant properties,article,GOMEZGARCIA2021127579,
Min Na and Yonglei Chen and Yangxia Han and Sudai Ma and Juanjuan Liu and Xingguo Chen,https://www.sciencedirect.com/science/article/pii/S0308814619304431,https://doi.org/10.1016/j.foodchem.2019.02.111,0308-8146,2019,248-255,Food Chemistry,Determination of potassium ferrocyanide in table salt and salted food using a water-soluble fluorescent silicon quantum dots,article,NA2019248,
I. Jenisha Daisy Priscillal and Sea-Fue Wang,https://www.sciencedirect.com/science/article/pii/S0308814622010810,https://doi.org/10.1016/j.foodchem.2022.133119,0308-8146,2022,133119,Food Chemistry,Synchronously activated strontium aluminate nanoflakes anchored functionalized carbon nanofiber nanocomposite for sensitive amperometric detection of food additive: Propyl gallate,article,PRISCILLAL2022133119,
Peihua Ma and Chun Pong Lau and Ning Yu and An Li and Jiping Sheng,https://www.sciencedirect.com/science/article/pii/S0308814621020008,https://doi.org/10.1016/j.foodchem.2021.130994,0308-8146,2022,130994,Food Chemistry,Application of deep learning for image-based Chinese market food nutrients estimation,article,MA2022130994,
Sara Chadorshabi and Somayeh Hallaj-Nezhadi and Zahra Ghasempour,https://www.sciencedirect.com/science/article/pii/S0308814622006999,https://doi.org/10.1016/j.foodchem.2022.132737,0308-8146,2022,132737,Food Chemistry,"Red onion skin active ingredients, extraction and biological properties for functional food applications",article,CHADORSHABI2022132737,
Ramona Georgescu State and Jacobus (Koos) Frederick {van Staden} and Razvan Nicolae State and Florica Papa,https://www.sciencedirect.com/science/article/pii/S0308814622005787,https://doi.org/10.1016/j.foodchem.2022.132616,0308-8146,2022,132616,Food Chemistry,Rapid and sensitive electrochemical determination of tartrazine in commercial food samples using IL/AuTiO2/GO composite modified carbon paste electrode,article,STATE2022132616,
Hanen Falleh and Mariem {Ben Jemaa} and Mariem Saada and Riadh Ksouri,https://www.sciencedirect.com/science/article/pii/S0308814620311304,https://doi.org/10.1016/j.foodchem.2020.127268,0308-8146,2020,127268,Food Chemistry,Essential oils: A promising eco-friendly food preservative,article,FALLEH2020127268,
José Ignacio Alonso-Esteban and José Pinela and Ana Ćirić and Ricardo C. Calhelha and Marina Soković and Isabel C.F.R. Ferreira and Lillian Barros and Esperanza Torija-Isasa and María de Cortes Sánchez-Mata,https://www.sciencedirect.com/science/article/pii/S0308814621027606,https://doi.org/10.1016/j.foodchem.2021.131754,0308-8146,2022,131754,Food Chemistry,Chemical composition and biological activities of whole and dehulled hemp (Cannabis sativa L.) seeds,article,ALONSOESTEBAN2022131754,
Md Mehedi Hassan and Yi Xu and Peihuan He and Muhammad Zareef and Huanhuan Li and Quansheng Chen,https://www.sciencedirect.com/science/article/pii/S0308814622017174,https://doi.org/10.1016/j.foodchem.2022.133755,0308-8146,2022,133755,Food Chemistry,Simultaneous determination of benzimidazole fungicides in food using signal optimized label-free HAu/Ag NS-SERS sensor,article,HASSAN2022133755,
Yuanpeng Hao and Jiamu Kang and Rui Yang and Hui Li and Hongxia Cui and Hongtong Bai and Andrey Tsitsilin and Jingyi Li and Lei Shi,https://www.sciencedirect.com/science/article/pii/S0308814621026352,https://doi.org/10.1016/j.foodchem.2021.131629,0308-8146,2022,131629,Food Chemistry,"Multidimensional exploration of essential oils generated via eight oregano cultivars: Compositions, chemodiversities, and antibacterial capacities",article,HAO2022131629,
Esther Pinilla-Peñalver and Beatriz García-Béjar and Ana M. Contento and Ángel Ríos,https://www.sciencedirect.com/science/article/pii/S0308814622007282,https://doi.org/10.1016/j.foodchem.2022.132766,0308-8146,2022,132766,Food Chemistry,Graphene quantum dots an efficient nanomaterial for enhancing the photostability of trans-resveratrol in food samples,article,PINILLAPENALVER2022132766,
Kaili He and Xiaoxiao Yu and Long Qin and Yiwei Wu,https://www.sciencedirect.com/science/article/pii/S0308814622010780,https://doi.org/10.1016/j.foodchem.2022.133116,0308-8146,2022,133116,Food Chemistry,"CdS QDs: Facile synthesis, design and application as an “on–off” sensor for sensitive and selective monitoring Cu2+, Hg2+ and Mg2+ in foods",article,HE2022133116,
Irene Dini and Gian Carlo Tenore and Antonio Dini,https://www.sciencedirect.com/science/article/pii/S0308814604005655,https://doi.org/10.1016/j.foodchem.2004.07.008,0308-8146,2005,125-132,Food Chemistry,Nutritional and antinutritional composition of Kancolla seeds: an interesting and underexploited andine food plant,article,DINI2005125,
Anne Rieder and Nils Kristian Afseth and Ulrike Böcker and Svein Halvor Knutsen and Bente Kirkhus and Hanne K. Mæhre and Simon Ballance and Sileshi Gizachew Wubshet,https://www.sciencedirect.com/science/article/pii/S0308814621008360,https://doi.org/10.1016/j.foodchem.2021.129830,0308-8146,2021,129830,Food Chemistry,Improved estimation of in vitro protein digestibility of different foods using size exclusion chromatography,article,RIEDER2021129830,
Mariana {Manzoni Maroneze} and Eduardo Jacob-Lopes and Leila {Queiroz Zepka} and María Roca and Antonio Pérez-Gálvez,https://www.sciencedirect.com/science/article/pii/S030881461930425X,https://doi.org/10.1016/j.foodchem.2019.02.102,0308-8146,2019,295-302,Food Chemistry,Esterified carotenoids as new food components in cyanobacteria,article,MANZONIMARONEZE2019295,
Fan Zhu,https://www.sciencedirect.com/science/article/pii/S0308814621008773,https://doi.org/10.1016/j.foodchem.2021.129871,0308-8146,2021,129871,Food Chemistry,Polysaccharide based films and coatings for food packaging: Effect of added polyphenols,article,ZHU2021129871,
Qianqian Shi and Gang Han and Yu Liu and Junjun Jiang and Yuyao Jia and Xingang Li,https://www.sciencedirect.com/science/article/pii/S0308814622005891,https://doi.org/10.1016/j.foodchem.2022.132627,0308-8146,2022,132627,Food Chemistry,Nutrient composition and quality traits of dried jujube fruits in seven producing areas based on metabolomics analysis,article,SHI2022132627,
Ying-Hsuan Tsai and Nakachew Minuye Mengesha and Pei-Fen Liu,https://www.sciencedirect.com/science/article/pii/S0308814621006476,https://doi.org/10.1016/j.foodchem.2021.129641,0308-8146,2021,129641,Food Chemistry,Identify the interactions between phytochemicals and proteins in the complicated food matrix,article,TSAI2021129641,
M. Graça Dias and M. Filomena G.F.C. Camões and Luísa Oliveira,https://www.sciencedirect.com/science/article/pii/S0308814607012824,https://doi.org/10.1016/j.foodchem.2007.12.026,0308-8146,2008,815-824,Food Chemistry,Uncertainty estimation and in-house method validation of HPLC analysis of carotenoids for food composition data production,article,DIAS2008815,
Vengatesan M. Rangaraj and Subramani Devaraju and K. Rambabu and Fawzi Banat and Vikas Mittal,https://www.sciencedirect.com/science/article/pii/S0308814621019890,https://doi.org/10.1016/j.foodchem.2021.130983,0308-8146,2022,130983,Food Chemistry,Silver-sepiolite (Ag-Sep) hybrid reinforced active gelatin/date waste extract (DSWE) blend composite films for food packaging application,article,RANGARAJ2022130983,
Alena I. Palianskikh and Sergey I. Sychik and Sergey M. Leschev and Yekatsiaryna M. Pliashak and Tatsiana A. Fiodarava and Ludmila L. Belyshava,https://www.sciencedirect.com/science/article/pii/S0308814621019531,https://doi.org/10.1016/j.foodchem.2021.130947,0308-8146,2022,130947,Food Chemistry,Development and validation of the HPLC-DAD method for the quantification of 16 synthetic dyes in various foods and the use of liquid anion exchange extraction for qualitative expression determination,article,PALIANSKIKH2022130947,
