author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,
Tiphaine Lhuissier and Pierre-Edouard Mercier and Serge Michalet and Vincent Lebot and Laurent Legendre,https://www.sciencedirect.com/science/article/pii/S0889157517300443,https://doi.org/10.1016/j.jfca.2017.02.005,0889-1575,2017,27-34,Journal of Food Composition and Analysis,Colorimetric assessment of kava (Piper methysticum Forst.) quality,article,
Haiyang Gu and Yining Dong and Shuangjie Zhu and Xingyi Huang and Yanhui Sun and Quansheng Chen,https://www.sciencedirect.com/science/article/pii/S0889157522002587,https://doi.org/10.1016/j.jfca.2022.104640,0889-1575,2022,104640,Journal of Food Composition and Analysis,Development of a sensor-based fluorescent method for quality evaluation of used frying oils,article,
Phindile Faith Ndlovu and Lembe Samukelo Magwaza and Samson Zeray Tesfay and Rebogile Ramaesele Mphahlele,https://www.sciencedirect.com/science/article/pii/S0889157521002350,https://doi.org/10.1016/j.jfca.2021.104035,0889-1575,2021,104035,Journal of Food Composition and Analysis,Vis-NIR spectroscopic and chemometric models for detecting contamination of premium green banana flour with wheat by quantifying resistant starch content,article,
Adele Papetti and Mariarosa Maietta and Federica Corana and Giorgio Marrubini and Gabriella Gazzani,https://www.sciencedirect.com/science/article/pii/S0889157517302181,https://doi.org/10.1016/j.jfca.2017.08.010,0889-1575,2017,189-197,Journal of Food Composition and Analysis,Polyphenolic profile of green/red spotted Italian Cichorium intybus salads by RP-HPLC-PDA-ESI-MSn,article,
Lisa Lancellotti and Alessandro Ulrici and Simona Sighinolfi and Andrea Marchetti,https://www.sciencedirect.com/science/article/pii/S0889157520313259,https://doi.org/10.1016/j.jfca.2020.103620,0889-1575,2020,103620,Journal of Food Composition and Analysis,Chemical Characterization Of Commercial Balsamic Vinegar Glaze,article,
Liangli Yu and Dwayne Adams and Bruce A. Watkins,https://www.sciencedirect.com/science/article/pii/S0889157503000176,https://doi.org/10.1016/S0889-1575(03)00017-6,0889-1575,2003,419-428,Journal of Food Composition and Analysis,Comparison of commercial supplements containing conjugated linoleic acids,article,
Mir Ali Farajzadeh and Leila Khoshmaram and Ali Akbar Alizadeh Nabil,https://www.sciencedirect.com/science/article/pii/S0889157514000507,https://doi.org/10.1016/j.jfca.2014.03.004,0889-1575,2014,128-135,Journal of Food Composition and Analysis,Determination of pyrethroid pesticides residues in vegetable oils using liquid–liquid extraction and dispersive liquid–liquid microextraction followed by gas chromatography–flame ionization detection,article,
Bronisław K. Głód and Marian Kamiński and Paweł K. Zarzycki,https://www.sciencedirect.com/science/article/pii/S0889157513000598,https://doi.org/10.1016/j.jfca.2013.02.012,0889-1575,2014,216-219,Journal of Food Composition and Analysis,Uncertainty of antioxidant profiling in complex mixtures using liquid chromatography involving post-column derivatisation,article,
Işıl Gürsul Aktağ and Vural Gökmen,https://www.sciencedirect.com/science/article/pii/S0889157520300983,https://doi.org/10.1016/j.jfca.2020.103523,0889-1575,2020,103523,Journal of Food Composition and Analysis,"A survey of the occurrence of α-dicarbonyl compounds and 5-hydroxymethylfurfural in dried fruits, fruit juices, puree and concentrates",article,
Ali Heshmati and Iraj Khodadadi,https://www.sciencedirect.com/science/article/pii/S0889157509000982,https://doi.org/10.1016/j.jfca.2009.02.009,0889-1575,2009,684-688,Journal of Food Composition and Analysis,Reduction of cholesterol in beef suet using lecithin,article,
Giovanna Lomolino and Federico Zocca and Paolo Spettoli and Giampaolo Zanin and Anna Lante,https://www.sciencedirect.com/science/article/pii/S0889157510001134,https://doi.org/10.1016/j.jfca.2010.04.001,0889-1575,2010,575-579,Journal of Food Composition and Analysis,A preliminary study on changes in phenolic content during Bianchetta Trevigiana winemaking,article,
Farah Wahidah Mohd Hassan and Muggundha Raoov and Sazlinda Kamaruzaman and Ahmad Husaini Mohamed and Wan Nazihah Wan Ibrahim and Nor Suhaila Mohamad Hanapi and Nur Nadhirah Mohamad Zain and Noorfatimah Yahaya and David Da Yong Chen,https://www.sciencedirect.com/science/article/pii/S088915752100257X,https://doi.org/10.1016/j.jfca.2021.104057,0889-1575,2021,104057,Journal of Food Composition and Analysis,A rapid and efficient dispersive trehalose biosurfactant enhanced magnetic solid phase extraction for the sensitive determination of organophosphorus pesticides in cabbage (Brassica olearaceae var. capitate) samples by GC-FID,article,
G.P. Savage and L. Mårtensson,https://www.sciencedirect.com/science/article/pii/S088915750900194X,https://doi.org/10.1016/j.jfca.2009.07.001,0889-1575,2010,113-117,Journal of Food Composition and Analysis,"Comparison of the estimates of the oxalate content of taro leaves and corms and a selection of Indian vegetables following hot water, hot acid and in vitro extraction methods",article,
Norma B Farfán and Norma Sammán,https://www.sciencedirect.com/science/article/pii/S0889157503000061,https://doi.org/10.1016/S0889-1575(03)00006-1,0889-1575,2003,459-468,Journal of Food Composition and Analysis,Retention of nutrients in processed cuts of Creole cattle,article,
Bjørn Tore Dragnes and Svein Kristian Stormo and Rune Larsen and Hege Holm Ernstsen and Edel O. Elvevoll,https://www.sciencedirect.com/science/article/pii/S0889157509000908,https://doi.org/10.1016/j.jfca.2009.01.020,0889-1575,2009,714-717,Journal of Food Composition and Analysis,Utilisation of fish industry residuals: Screening the taurine concentration and angiotensin converting enzyme inhibition potential in cod and salmon,article,
Vikas Jaitak and Kapil Sharma and Kalpana Kalia and Neeraj Kumar and  H.P.Singh and V.K. Kaul and Bikram Singh,https://www.sciencedirect.com/science/article/pii/S0889157509001161,https://doi.org/10.1016/j.jfca.2009.02.013,0889-1575,2010,142-147,Journal of Food Composition and Analysis,Antioxidant activity of Potentilla fulgens: An alpine plant of western Himalaya,article,
G. González-Neves and G. Gil and L. Barreiro and G. Favre,https://www.sciencedirect.com/science/article/pii/S0889157510001183,https://doi.org/10.1016/j.jfca.2009.08.021,0889-1575,2010,447-454,Journal of Food Composition and Analysis,Pigment profile of red wines cv. Tannat made with alternative winemaking techniques,article,
Donald Bergeron and Rodney J. Bushway and Franklin L. Roberts and Irv Kornfield and John Okedi and Alfred A. Bushway,https://www.sciencedirect.com/science/article/pii/0889157588900385,https://doi.org/10.1016/0889-1575(88)90038-5,0889-1575,1988,371-377,Journal of Food Composition and Analysis,"The nutrient composition of an insect flour sample from Lake Victoria, Uganda",article,
Zack C.F. Wong and Gallant K.L. Chan and Long Wu and Henry H.N. Lam and Ping Yao and Tina T.X. Dong and Karl W.K. Tsim,https://www.sciencedirect.com/science/article/pii/S0889157517302922,https://doi.org/10.1016/j.jfca.2017.12.014,0889-1575,2018,145-151,Journal of Food Composition and Analysis,A comprehensive proteomics study on edible bird’s nest using new monoclonal antibody approach and application in quality control,article,
Anna Michalska and Aneta Wojdyło and Bożena Bogucka,https://www.sciencedirect.com/science/article/pii/S0889157516300011,https://doi.org/10.1016/j.jfca.2016.01.004,0889-1575,2016,69-75,Journal of Food Composition and Analysis,The influence of nitrogen and potassium fertilisation on the content of polyphenolic compounds and antioxidant capacity of coloured potato,article,
Tracy Amofa-Diatuo and Daniel M. Anang and Francisco J. Barba and Brijesh K. Tiwari,https://www.sciencedirect.com/science/article/pii/S0889157516301740,https://doi.org/10.1016/j.jfca.2016.10.001,0889-1575,2017,73-81,Journal of Food Composition and Analysis,Development of new apple beverages rich in isothiocyanates by using extracts obtained from ultrasound-treated cauliflower by-products: Evaluation of physical properties and consumer acceptance,article,
Yuanyuan Xia and Fulei Liu and Feng Feng and Wenyuan Liu,https://www.sciencedirect.com/science/article/pii/S0889157517301278,https://doi.org/10.1016/j.jfca.2017.05.009,0889-1575,2017,134-142,Journal of Food Composition and Analysis,"Characterization, quantitation and similarity evaluation of Codonopsis lanceolata from different regions in China by HPLC-Q-TQF-MS and chemometrics",article,
Catherine M. Champagne and H.Raymond Allen,https://www.sciencedirect.com/science/article/pii/S088915750400033X,https://doi.org/10.1016/j.jfca.2004.03.005,0889-1575,2004,267-276,Journal of Food Composition and Analysis,From the mainframe to the internet: the evolution of Moore's Extended Nutrient (MENu) database,article,
Vesna Tepavčević and Jelena Cvejić and Mihalj Poša and Artur Bjelica and Jegor Miladinović and Myrto Rizou and Turki M.S. Aldawoud and Charis M. Galanakis,https://www.sciencedirect.com/science/article/pii/S0889157520313752,https://doi.org/10.1016/j.jfca.2020.103670,0889-1575,2021,103670,Journal of Food Composition and Analysis,Classification and discrimination of soybean (Glycine max (L.) Merr.) genotypes based on their isoflavone content,article,
C.M. {López Ortíz} and M.S. {Prats Moya} and V. {Berenguer Navarro},https://www.sciencedirect.com/science/article/pii/S0889157505000773,https://doi.org/10.1016/j.jfca.2005.06.001,0889-1575,2006,141-149,Journal of Food Composition and Analysis,A rapid chromatographic method for simultaneous determination of β-sitosterol and tocopherol homologues in vegetable oils,article,
Alfredo {Bianco Junior} and Heitor Daguer and Liris Kindlein,https://www.sciencedirect.com/science/article/pii/S0889157521004270,https://doi.org/10.1016/j.jfca.2021.104227,0889-1575,2022,104227,Journal of Food Composition and Analysis,Baseline sodium nitrate and nitrite concentrations in fresh and processed meats,article,
Daniela Erba and M. Cristina Casiraghi and Albert Ribas-Agustí and Rafaela Cáceres and Oriol Marfà and Massimo Castellari,https://www.sciencedirect.com/science/article/pii/S088915751300080X,https://doi.org/10.1016/j.jfca.2013.05.014,0889-1575,2013,245-251,Journal of Food Composition and Analysis,Nutritional value of tomatoes (Solanum lycopersicum L.) grown in greenhouse by different agronomic techniques,article,
Ryszard Dobrowolski and Magdalena Otto,https://www.sciencedirect.com/science/article/pii/S0889157512000439,https://doi.org/10.1016/j.jfca.2012.03.002,0889-1575,2012,58-65,Journal of Food Composition and Analysis,Determination of nickel and cobalt in reference plant materials by carbon slurry sampling GFAAS technique after their simultaneous preconcentration onto modified activated carbon,article,
J. Aufartová and I. Brabcová and M.E. Torres-Padrón and P. Solich and Z. Sosa-Ferrera and J.J. Santana-Rodríguez,https://www.sciencedirect.com/science/article/pii/S0889157516302289,https://doi.org/10.1016/j.jfca.2016.12.012,0889-1575,2017,140-146,Journal of Food Composition and Analysis,Determination of fluoroquinolones in fishes using microwave-assisted extraction combined with ultra-high performance liquid chromatography and fluorescence detection,article,
Carolina Belenguer-Sapiña and Enric Pellicer-Castell and Jamal {El Haskouri} and Ernesto Francisco Simó-Alfonso and Pedro Amorós and Adela R. Mauri-Aucejo,https://www.sciencedirect.com/science/article/pii/S0889157522000813,https://doi.org/10.1016/j.jfca.2022.104463,0889-1575,2022,104463,Journal of Food Composition and Analysis,"A type UVM-7 mesoporous silica with γ-cyclodextrin for the isolation of three veterinary antibiotics (ofloxacin, norfloxacin, and ciprofloxacin) from different fat-rate milk samples",article,
I. Stefanov and B. Vlaeminck and V. Fievez,https://www.sciencedirect.com/science/article/pii/S0889157510001626,https://doi.org/10.1016/j.jfca.2010.03.016,0889-1575,2010,852-855,Journal of Food Composition and Analysis,A novel procedure for routine milk fat extraction based on dichloromethane,article,
Neslihan Göncüoğlu Taş and Vural Gökmen,https://www.sciencedirect.com/science/article/pii/S0889157515001647,https://doi.org/10.1016/j.jfca.2015.07.003,0889-1575,2015,203-208,Journal of Food Composition and Analysis,Bioactive compounds in different hazelnut varieties and their skins,article,
Darko Preiner and Pavica Tupajić and Jasminka {Karoglan Kontić} and Željko Andabaka and Zvjezdana Marković and Edi Maletić,https://www.sciencedirect.com/science/article/pii/S0889157513001191,https://doi.org/10.1016/j.jfca.2013.09.005,0889-1575,2013,162-168,Journal of Food Composition and Analysis,Organic acids profiles of the most important Dalmatian native grapevine (V. vinifera L.) cultivars,article,
M. Isabel Rodriguez-Naranjo and M. Luisa Moyá and Emma Cantos-Villar and M. Carmen Garcia-Parrilla,https://www.sciencedirect.com/science/article/pii/S0889157512001123,https://doi.org/10.1016/j.jfca.2012.07.001,0889-1575,2012,16-22,Journal of Food Composition and Analysis,Comparative evaluation of the antioxidant activity of melatonin and related indoles,article,
İ. Mert Alkış and Sevi Öz and Arda Atakol and Nurdane Yılmaz and R. Ertan Anlı and Orhan Atakol,https://www.sciencedirect.com/science/article/pii/S0889157513001877,https://doi.org/10.1016/j.jfca.2013.11.006,0889-1575,2014,105-110,Journal of Food Composition and Analysis,Investigation of heavy metal concentrations in some Turkish wines,article,
Mingcheng Guo and Tianyu Shi and Yongheng Duan and Juanli Zhu and Jianqiang Li and Yongsong Cao,https://www.sciencedirect.com/science/article/pii/S088915751500099X,https://doi.org/10.1016/j.jfca.2015.03.004,0889-1575,2015,84-90,Journal of Food Composition and Analysis,Investigation of amino acids in wolfberry fruit (Lycium barbarum) by solid-phase extraction and liquid chromatography with precolumn derivatization,article,
Jelena {Dragišić Maksimović} and Jasminka Milivojević and Ilija Djekić and Dragan Radivojević and Robert Veberič and Maja {Mikulič Petkovšek},https://www.sciencedirect.com/science/article/pii/S0889157522002150,https://doi.org/10.1016/j.jfca.2022.104597,0889-1575,2022,104597,Journal of Food Composition and Analysis,Changes in quality characteristics of fresh blueberries: Combined effect of cultivar and storage conditions,article,
Kristine Y. Patterson and Pamela R. Pehrsson and Charles R. Perry,https://www.sciencedirect.com/science/article/pii/S0889157513000549,https://doi.org/10.1016/j.jfca.2013.03.004,0889-1575,2013,46-50,Journal of Food Composition and Analysis,The mineral content of tap water in United States households,article,
Ivana Kabelová and Markéta Dvořáková and Hana Čížková and Pavel Dostálek and Karel Melzoch,https://www.sciencedirect.com/science/article/pii/S0889157508001014,https://doi.org/10.1016/j.jfca.2008.06.007,0889-1575,2008,736-741,Journal of Food Composition and Analysis,Determination of free amino acids in beers: A comparison of Czech and foreign brands,article,
Heulla Pereira Vieira and Clésia Cristina Nascentes and Cláudia Carvalhinho Windmöller,https://www.sciencedirect.com/science/article/pii/S088915751400026X,https://doi.org/10.1016/j.jfca.2014.02.001,0889-1575,2014,1-6,Journal of Food Composition and Analysis,Development and comparison of two analytical methods to quantify the mercury content in honey,article,
Nina Bilandžić and Milica Gačić and Maja Đokić and Marija Sedak and Đurđica Ivanec Šipušić and Ana Končurat and Ivana Tlak Gajger,https://www.sciencedirect.com/science/article/pii/S0889157514000039,https://doi.org/10.1016/j.jfca.2013.12.002,0889-1575,2014,132-138,Journal of Food Composition and Analysis,Major and trace elements levels in multifloral and unifloral honeys in Croatia,article,
V. Lebot and S. Michalet and L. Legendre,https://www.sciencedirect.com/science/article/pii/S0889157516300473,https://doi.org/10.1016/j.jfca.2016.04.009,0889-1575,2016,94-101,Journal of Food Composition and Analysis,Identification and quantification of phenolic compounds responsible for the antioxidant activity of sweet potatoes with different flesh colours using high performance thin layer chromatography (HPTLC),article,
Toong Long Jeng and Yu Wen Lin and Chang Sheng Wang and Jih Min Sung,https://www.sciencedirect.com/science/article/pii/S0889157512001536,https://doi.org/10.1016/j.jfca.2012.08.008,0889-1575,2012,149-154,Journal of Food Composition and Analysis,Comparisons and selection of rice mutants with high iron and zinc contents in their polished grains that were mutated from the indica type cultivar IR64,article,
Yi Zhu and Zengqi Peng and Min Wang and Rongrong Wang and Luming Rui,https://www.sciencedirect.com/science/article/pii/S0889157512001135,https://doi.org/10.1016/j.jfca.2012.07.002,0889-1575,2012,1-7,Journal of Food Composition and Analysis,Optimization of extraction procedure for formaldehyde assay in smoked meat products,article,
Nsikak U. Benson and Winifred U. Anake and Adebusayo E. Adedapo and Omowunmi H. Fred-Ahmadu and Kelechi P. Eke,https://www.sciencedirect.com/science/article/pii/S088915751630240X,https://doi.org/10.1016/j.jfca.2016.12.024,0889-1575,2017,109-116,Journal of Food Composition and Analysis,Polycyclic aromatic hydrocarbons in imported Sardinops sagax: Levels and health risk assessments through dietary exposure in Nigeria,article,
Asako Horinishi and Shusuke Osaki and Tsuyoshi Masuda and Eisaku Nomura and Yoshie Tanaka and Yu-ichi Nakamura and Mai Horiuchi and Masaomi Negi and Toshihiko Shoji and Yoshihiko Ozaki,https://www.sciencedirect.com/science/article/pii/S0889157521002398,https://doi.org/10.1016/j.jfca.2021.104039,0889-1575,2021,104039,Journal of Food Composition and Analysis,Proanthocyanidin in the fruit of Japanese apricot (Prunus mume Sieb. et Zucc.) and their structural estimation by HPLC-ESI-MS/MS,article,
Alejandro Javier Leguizamón and Karina Mariela Rompato and Rosa Elena Hoyos and Marcela Carina Audisio,https://www.sciencedirect.com/science/article/pii/S0889157521001861,https://doi.org/10.1016/j.jfca.2021.103986,0889-1575,2021,103986,Journal of Food Composition and Analysis,"Nutritional evaluation of three varieties of cassava leaves (Manihot esculenta Crantz) grown in Formosa, Argentina",article,
Lois Englberger and William Aalbersberg and Joseph Schierle and Geoffrey C. Marks and Maureen H. Fitzgerald and Fred Muller and Anko Jekkein and Julia Alfred and Nancy {Vander Velde},https://www.sciencedirect.com/science/article/pii/S0889157505001286,https://doi.org/10.1016/j.jfca.2005.11.003,0889-1575,2006,484-494,Journal of Food Composition and Analysis,Carotenoid content of different edible pandanus fruit cultivars of the republic of the Marshall Islands,article,
Danila {Di Majo} and Laura {La Neve} and Maurizio {La Guardia} and Alessandra Casuccio and Marco Giammanco,https://www.sciencedirect.com/science/article/pii/S0889157510002899,https://doi.org/10.1016/j.jfca.2010.09.013,0889-1575,2011,265-269,Journal of Food Composition and Analysis,"The influence of two different pH levels on the antioxidant properties of flavonols, flavan-3-ols, phenolic acids and aldehyde compounds analysed in synthetic wine and in a phosphate buffer",article,
Susana González-Manzano and José J. Pérez-Alonso and Yolanda Salinas-Moreno and Nuno Mateus and Artur M.S. Silva and Victor {de Freitas} and Celestino Santos-Buelga,https://www.sciencedirect.com/science/article/pii/S088915750800094X,https://doi.org/10.1016/j.jfca.2008.05.009,0889-1575,2008,521-526,Journal of Food Composition and Analysis,Flavanol–anthocyanin pigments in corn: NMR characterisation and presence in different purple corn varieties,article,
Inna E. Popova and Matthew J. Morra,https://www.sciencedirect.com/science/article/pii/S0889157514001082,https://doi.org/10.1016/j.jfca.2014.04.011,0889-1575,2014,120-126,Journal of Food Composition and Analysis,Sinigrin and sinalbin quantification in mustard seed using high performance liquid chromatography–time-of-flight mass spectrometry,article,
V. Vadivel and W. Stuetz and V. Scherbaum and H.K. Biesalski,https://www.sciencedirect.com/science/article/pii/S0889157511001037,https://doi.org/10.1016/j.jfca.2011.04.001,0889-1575,2011,935-943,Journal of Food Composition and Analysis,Total free phenolic content and health relevant functionality of Indian wild legume grains: Effect of indigenous processing methods,article,
Constance Reif and Eva Arrigoni and Hans Schärer and Laura Nyström and Richard F. Hurrell,https://www.sciencedirect.com/science/article/pii/S0889157512001664,https://doi.org/10.1016/j.jfca.2012.10.005,0889-1575,2013,64-72,Journal of Food Composition and Analysis,Carotenoid database of commonly eaten Swiss vegetables and their estimated contribution to carotenoid intake,article,
Georgia Soultani and Veronika Sele and Rie R. Rasmussen and Ioannis Pasias and Eleni Stathopoulou and Nikolaos S. Thomaidis and Vassilia J. Sinanoglou and Jens J. Sloth,https://www.sciencedirect.com/science/article/pii/S0889157520314915,https://doi.org/10.1016/j.jfca.2020.103786,0889-1575,2021,103786,Journal of Food Composition and Analysis,"Elements of toxicological concern and the arsenolipids’ profile in the giant-red Mediterranean shrimp, Aristaeomorpha foliacea",article,
Deborah H. Markowicz Bastos and Emília Y. Ishimoto and Marcia {Ortiz M. Marques} and Adalberto {Fernando Ferri} and Elizabeth A.F.S. Torres,https://www.sciencedirect.com/science/article/pii/S0889157505000505,https://doi.org/10.1016/j.jfca.2005.03.002,0889-1575,2006,538-543,Journal of Food Composition and Analysis,Essential oil and antioxidant activity of green mate and mate tea (Ilex paraguariensis) infusions,article,
Dongmei Wang and Jiali Lu and Aiqing Miao and Zhiyong Xie and Depo Yang,https://www.sciencedirect.com/science/article/pii/S0889157508000100,https://doi.org/10.1016/j.jfca.2008.01.002,0889-1575,2008,361-369,Journal of Food Composition and Analysis,HPLC-DAD-ESI-MS/MS analysis of polyphenols and purine alkaloids in leaves of 22 tea cultivars in China,article,
H.B. Zengin and R. Gürkan,https://www.sciencedirect.com/science/article/pii/S0889157521000144,https://doi.org/10.1016/j.jfca.2021.103814,0889-1575,2021,103814,Journal of Food Composition and Analysis,Eco-friendly trace analysis of silver in beer/wine samples using a new co-polymeric nanocomposite based-ultrasound assisted-cloud point extraction combined with spectrophotometry,article,
Janete Alaburda and Adriana P. {de Almeida} and Luzia Shundo and Valter Ruvieri and Myrna Sabino,https://www.sciencedirect.com/science/article/pii/S0889157508000069,https://doi.org/10.1016/j.jfca.2007.12.002,0889-1575,2008,336-342,Journal of Food Composition and Analysis,Determination of folic acid in fortified wheat flours,article,
Munehiro Yoshida and Kyoden Yasumoto,https://www.sciencedirect.com/science/article/pii/0889157587900135,https://doi.org/10.1016/0889-1575(87)90013-5,0889-1575,1987,71-75,Journal of Food Composition and Analysis,Selenium contents of rice grown at various sites in Japan,article,
Sadettin Turhan and N. {Sule Ustun} and Inci Bank,https://www.sciencedirect.com/science/article/pii/S0889157505000189,https://doi.org/10.1016/j.jfca.2004.10.005,0889-1575,2006,384-387,Journal of Food Composition and Analysis,Effect of freeze–thaw cycles on total and heme iron contents of bonito (Sarda sarda) and bluefish (Pomatomus saltator) fillets,article,
,https://www.sciencedirect.com/science/article/pii/088915759090029L,https://doi.org/10.1016/0889-1575(90)90029-L,0889-1575,1990,437-442,Journal of Food Composition and Analysis,Subject index for volume 3,article,
Mi-Yae Shon and Jun Lee and Je-Hun Choi and Sun-Young Choi and Sang-Hae Nam and Kwon-Il Seo and Sang-Won Lee and Nak-Ju Sung and Seok-Kyu Park,https://www.sciencedirect.com/science/article/pii/S0889157506001487,https://doi.org/10.1016/j.jfca.2006.08.003,0889-1575,2007,113-118,Journal of Food Composition and Analysis,Antioxidant and free radical scavenging activity of methanol extract of chungkukjang,article,
Zonglin Guo and Xiangzhen Ge and Ling Han and Lihua Yang and Qun-Li Yu,https://www.sciencedirect.com/science/article/pii/S0889157520301319,https://doi.org/10.1016/j.jfca.2020.103514,0889-1575,2020,103514,Journal of Food Composition and Analysis,Ultrasound-assisted extraction and purification of taurine from bovine liver,article,
M. Espinoza and C. Olea Azar and G. Massiff and A. Villa,https://www.sciencedirect.com/science/article/pii/S0889157508000628,https://doi.org/10.1016/j.jfca.2008.04.009,0889-1575,2008,684-688,Journal of Food Composition and Analysis,Development of a reference material for copper and iron in wine,article,
Megh {Raj Bhandari} and Jun Kawabata,https://www.sciencedirect.com/science/article/pii/S0889157505000190,https://doi.org/10.1016/j.jfca.2004.09.010,0889-1575,2006,524-530,Journal of Food Composition and Analysis,"Cooking effects on oxalate, phytate, trypsin and α-amylase inhibitors of wild yam tubers of Nepal",article,
Peihong Deng and Jinxia Feng and Yanping Wei and Jingyun Xiao and Junhua Li and Quanguo He,https://www.sciencedirect.com/science/article/pii/S0889157521002039,https://doi.org/10.1016/j.jfca.2021.104003,0889-1575,2021,104003,Journal of Food Composition and Analysis,Fast and ultrasensitive trace malachite green detection in aquaculture and fisheries by using hexadecylpyridinium bromide modified electrochemical sensor,article,
Yeqing Xu and Ting Huang and Suao Wang and Yongsheng Yan,https://www.sciencedirect.com/science/article/pii/S088915752200045X,https://doi.org/10.1016/j.jfca.2022.104427,0889-1575,2022,104427,Journal of Food Composition and Analysis,Mesoporous silica-based molecularly imprinted fluorescence sensor for the ultrafast and sensitive recognition of oxytetracycline,article,
Simona Dobrinas and Semaghiul Birghila and Valentina Coatu,https://www.sciencedirect.com/science/article/pii/S0889157507001056,https://doi.org/10.1016/j.jfca.2007.07.003,0889-1575,2008,71-77,Journal of Food Composition and Analysis,Assessment of polycyclic aromatic hydrocarbons in honey and propolis produced from various flowering trees and plants in Romania,article,
Nathalie Souchet and Serge Laplante,https://www.sciencedirect.com/science/article/pii/S0889157506001645,https://doi.org/10.1016/j.jfca.2006.09.004,0889-1575,2007,403-410,Journal of Food Composition and Analysis,Seasonal variation of Co-enzyme Q10 content in pelagic fish tissues from Eastern Quebec,article,
Roger Purchas and Maggie Zou and Philip Pearce and Felicity Jackson,https://www.sciencedirect.com/science/article/pii/S0889157506001128,https://doi.org/10.1016/j.jfca.2006.07.001,0889-1575,2007,90-98,Journal of Food Composition and Analysis,Concentrations of vitamin D3 and 25-hydroxyvitamin D3 in raw and cooked New Zealand beef and lamb,article,
G. Oboh and A.A. Akindahunsi,https://www.sciencedirect.com/science/article/pii/S088915750400122X,https://doi.org/10.1016/j.jfca.2004.06.013,0889-1575,2005,731-738,Journal of Food Composition and Analysis,Nutritional and toxicological evaluation of Saccharomyces cerevisae fermented cassava flour,article,
P.J. {van Jaarsveld} and De Wet Marais and E. Harmse and P. Nestel and D.B. Rodriguez-Amaya,https://www.sciencedirect.com/science/article/pii/S0889157505000219,https://doi.org/10.1016/j.jfca.2004.10.007,0889-1575,2006,321-329,Journal of Food Composition and Analysis,"Retention of β-carotene in boiled, mashed orange-fleshed sweet potato",article,
Haoran Wang and Ran Suo and Cuncun Zhang and Rongbin Li and Xu Shi and Yaqiong Liu and Wenxiu Wang and Jie Wang,https://www.sciencedirect.com/science/article/pii/S0889157520313399,https://doi.org/10.1016/j.jfca.2020.103634,0889-1575,2020,103634,Journal of Food Composition and Analysis,A new approach to quantitative determination of γ-glutamyl-valyl-glycine in various aquatic products,article,
B.T. Nguyen and H.T. Hong and T.J. O’Hare and J.B. Wehr and N.W. Menzies and S.M. Harper,https://www.sciencedirect.com/science/article/pii/S0889157521003148,https://doi.org/10.1016/j.jfca.2021.104114,0889-1575,2021,104114,Journal of Food Composition and Analysis,A rapid and simplified methodology for the extraction and quantification of allicin in garlic,article,
Ziyang Wu and Shiqi Yang and Ling Xu and Hehe Li and Jinyuan Sun and Youqiang Xu and Mingquan Huang and Baoguo Sun,https://www.sciencedirect.com/science/article/pii/S0889157521002696,https://doi.org/10.1016/j.jfca.2021.104069,0889-1575,2021,104069,Journal of Food Composition and Analysis,Screening and identifying microorganisms with feruloyl esterase activity in Chinese sesame-flavour baijiu fermentation materials (Jiupei),article,
Carrie L. Blitz and Suzanne P. Murphy and Donna Lyn M.T. Au and Kim M.M. Yonemori and Janet A. Foote and Laurence N. Kolonel,https://www.sciencedirect.com/science/article/pii/S0889157505001389,https://doi.org/10.1016/j.jfca.2005.12.003,0889-1575,2006,453-460,Journal of Food Composition and Analysis,Creating default codes and assigning nutrient values for non-specific dietary supplements,article,
Olalla Feijóo and Anxela Moreno and Elena Falqué,https://www.sciencedirect.com/science/article/pii/S0889157508000975,https://doi.org/10.1016/j.jfca.2008.06.002,0889-1575,2008,608-613,Journal of Food Composition and Analysis,Content of trans- and cis-resveratrol in Galician white and red wines,article,
Ederlan Magri and Alice Teresa Valduga and Itamar Luís Gonçalves and Julierme Zimmer Barbosa and Diego de Oliveira Rabel and Iohanna Moreira Nunes Ribeiro Menezes and Patrícia de Andrade Nascimento and Andrea Oliveira and Rodrigo Studart Corrêa and Antônio Carlos Vargas Motta,https://www.sciencedirect.com/science/article/pii/S0889157520314071,https://doi.org/10.1016/j.jfca.2020.103702,0889-1575,2021,103702,Journal of Food Composition and Analysis,Cadmium and lead concentrations in yerba mate leaves from agroforestry and plantation systems: An international survey in South America,article,
,https://www.sciencedirect.com/science/article/pii/0889157591900285,https://doi.org/10.1016/0889-1575(91)90028-5,0889-1575,1991,381-386,Journal of Food Composition and Analysis,Subject index for volume 4,article,
U. Singh and P.V. Rao and R. Seetha,https://www.sciencedirect.com/science/article/pii/0889157592900077,https://doi.org/10.1016/0889-1575(92)90007-7,0889-1575,1992,69-76,Journal of Food Composition and Analysis,Effect of dehulling on nutrient losses in chickpea (Cicer arietinum L.),article,
Long-Ze Lin and Sudarsan Mukhopadhyay and Rebecca J. Robbins and James M. Harnly,https://www.sciencedirect.com/science/article/pii/S0889157506001657,https://doi.org/10.1016/j.jfca.2006.09.005,0889-1575,2007,361-369,Journal of Food Composition and Analysis,Identification and quantification of flavonoids of Mexican oregano (Lippia graveolens) by LC-DAD-ESI/MS analysis,article,
