orkg:P27060,paper:authors,paper:url,paper:doi,orkg:P74029,paper:publication_year,paper:published_in,paper:title,paper:research_field,contribution:research_problem
,Sezin Erarpat and Süleyman Bodur and Ersoy Öz and Sezgin Bakırdere,https://www.sciencedirect.com/science/article/pii/S088915751930095X,10.1016/j.jfca.2019.103248,0889-1575,2019,Journal of Food Composition and Analysis,Determination of butyltin compounds in fish and mussel samples at trace levels by vortex assisted dispersive liquid-liquid microextraction-gas chromatography mass spectrometry,R91,Food components identification
,Hailiang Zhang and Shuai Zhang and Yin Chen and Wei Luo and Yifeng Huang and Dan Tao and Baishao Zhan and Xuemei Liu,https://www.sciencedirect.com/science/article/pii/S0889157520301630,10.1016/j.jfca.2020.103567,0889-1575,2020,Journal of Food Composition and Analysis,Non-destructive determination of fat and moisture contents in Salmon (Salmo salar) fillets using near-infrared hyperspectral imaging coupled with spectral and textural features,R91,Food components identification
,Antonella Canini and Daniela Alesiani and Giuseppe D’Arcangelo and Pietro Tagliatesta,https://www.sciencedirect.com/science/article/pii/S0889157507000610,10.1016/j.jfca.2007.03.009,0889-1575,2007,Journal of Food Composition and Analysis,Gas chromatography–mass spectrometry analysis of phenolic compounds from Carica papaya L. leaf,R91,Food components identification
,Elisabeta-Irina Geană and Victoria Artem and Constantin Apetrei,https://www.sciencedirect.com/science/article/pii/S0889157520314095,10.1016/j.jfca.2020.103704,0889-1575,2021,Journal of Food Composition and Analysis,Discrimination and classification of wines based on polypyrrole modified screen-printed carbon electrodes coupled with multivariate data analysis,R91,Food components identification
,Fabio Edir Amaral Albuquerque and Antonio Humberto Hamad Minervino and Marta Miranda and Carlos Herrero-Latorre and Raimundo Alves {Barrêto Júnior} and Francisco Leonardo Costa Oliveira and Salatiel Ribeiro Dias and Enrico Lippi Ortolani and Marta López-Alonso,https://www.sciencedirect.com/science/article/pii/S0889157519309421,10.1016/j.jfca.2019.103361,0889-1575,2020,Journal of Food Composition and Analysis,"Toxic and essential trace element concentrations in the freshwater shrimp Macrobrachium amazonicum in the Lower Amazon, Brazil",R91,Food components identification
,Yongshi Chen and Qian Ning and Shengnan Wang and Yu Chen and Xinyuan Mo and Peng Liang and Jie Pang and Xiuping Dong,https://www.sciencedirect.com/science/article/pii/S0889157522000990,10.1016/j.jfca.2022.104481,0889-1575,2022,Journal of Food Composition and Analysis,Effects of cold treatments on lipidomics profiles of large yellow croaker (Larimichthys crocea) fillets by UPLC-Q-Exactive Orbitrap MS analysis,R91,Food components identification
,Celia Vincent and Sergi Munné-Bosch,https://www.sciencedirect.com/science/article/pii/S0889157522001442,10.1016/j.jfca.2022.104526,0889-1575,2022,Journal of Food Composition and Analysis,Quality determination of avocado fruit immersed in a pyridoxal 5′-phosphate solution,R91,Food components identification
,Nadezhda Golubkina and Konstantin Skriabin,https://www.sciencedirect.com/science/article/pii/S0889157509002610,10.1016/j.jfca.2009.08.011,0889-1575,2010,Journal of Food Composition and Analysis,"Anomalous accumulation of selenium by genetically modified potato, stable to Colorado beetle",R91,Food components identification
,Jonatas Gomes {da Silva} and Mariana Rodrigues Lopes {e Silva} and Aline Carlos {de Oliveira} and Jurandir Rodrigues SouzaDe and Carlos Manoel Pedro Vaz and Clarissa Silva Pires {de Castro},https://www.sciencedirect.com/science/article/pii/S0889157511001190,10.1016/j.jfca.2011.04.013,0889-1575,2012,Journal of Food Composition and Analysis,Cathodic adsorptive stripping voltammetric determination of rutin in soybean cultivars,R91,Food components identification
,ZongQing Qiu and ZhenMao Lv and KaiTeng Wang and Yan Lan and XiaoJun Yang and Christopher Rensing and FengFu Fu and GuiDi Yang,https://www.sciencedirect.com/science/article/pii/S0889157518305015,10.1016/j.jfca.2018.07.002,0889-1575,2018,Journal of Food Composition and Analysis,Species distribution characteristics of arsenic in shellfish seafood collected from Fujian Province of China,R91,Food components identification
,F. Saladino and E. Posarelli and C. Luz and F.B. Luciano and M.T. Rodriguez-Estrada and J. Mañes and G. Meca,https://www.sciencedirect.com/science/article/pii/S0889157517300273,10.1016/j.jfca.2017.01.010,0889-1575,2018,Journal of Food Composition and Analysis,Influence of probiotic microorganisms on aflatoxins B1 and B2 bioaccessibility evaluated with a simulated gastrointestinal digestion,R91,Food components identification
,Niphaporn Lakshanasomya and Arunee Danudol and Tipawan Ningnoi,https://www.sciencedirect.com/science/article/pii/S0889157510002590,10.1016/j.jfca.2010.10.002,0889-1575,2011,Journal of Food Composition and Analysis,Method performance study for total solids and total fat in coconut milk and products,R91,Food components identification
resource:KNSR2592,S. Seena and K.R. Sridhar and A.B. Arun and Chiu-Chung Young,https://www.sciencedirect.com/science/article/pii/S088915750500102X,10.1016/j.jfca.2005.05.004,0889-1575,2006,Journal of Food Composition and Analysis,Effect of roasting and pressure-cooking on nutritional and protein quality of seeds of mangrove legume Canavalia cathartica from southwest coast of India,R91,Food components identification
,M.D. Juárez and M.E. Alfaro and N. Sammán,https://www.sciencedirect.com/science/article/pii/S0889157503000966,10.1016/S0889-1575(03)00096-6,0889-1575,2004,Journal of Food Composition and Analysis,Nutrient retention factors of deep-fried milanesas,R91,Food components identification
,Andrew P. Breksa and Larry D. Robertson and Joanne A. Labate and Benjamin A. King and Darwin E. King,https://www.sciencedirect.com/science/article/pii/S0889157515000861,10.1016/j.jfca.2015.02.011,0889-1575,2015,Journal of Food Composition and Analysis,Physicochemical and morphological analysis of ten tomato varieties identifies quality traits more readily manipulated through breeding and traditional selection methods,R91,Food components identification
,M. Isabel Rodriguez-Naranjo and Angel Gil-Izquierdo and Ana M. Troncoso and Emma Cantos and M. Carmen Garcia-Parrilla,https://www.sciencedirect.com/science/article/pii/S0889157511000263,10.1016/j.jfca.2010.12.009,0889-1575,2011,Journal of Food Composition and Analysis,Melatonin: A new bioactive compound in wine,R91,Food components identification
,G. Oboh and M.M. Ekperigin and M.I. Kazeem,https://www.sciencedirect.com/science/article/pii/S0889157504000134,10.1016/j.jfca.2003.12.013,0889-1575,2005,Journal of Food Composition and Analysis,Nutritional and haemolytic properties of eggplants (Solanum macrocarpon) leaves,R91,Food components identification
,Susana {Río Segade} and Luca Rolle and Vincenzo Gerbi and Ignacio Orriols,https://www.sciencedirect.com/science/article/pii/S0889157508000987,10.1016/j.jfca.2008.06.003,0889-1575,2008,Journal of Food Composition and Analysis,Phenolic ripeness assessment of grape skin by texture analysis,R91,Food components identification
,Sally Schakel and Rebecca Schauer and John Himes and Lisa Harnack and Nancy {Van Heel},https://www.sciencedirect.com/science/article/pii/S088915750700035X,10.1016/j.jfca.2007.02.004,0889-1575,2008,Journal of Food Composition and Analysis,Development of a glycemic index database for dietary assessment,R91,Food components identification
,H. Rogez and D.R. Pompeu and S.N.T. Akwie and Y. Larondelle,https://www.sciencedirect.com/science/article/pii/S0889157511000895,10.1016/j.jfca.2011.03.015,0889-1575,2011,Journal of Food Composition and Analysis,Sigmoidal kinetics of anthocyanin accumulation during fruit ripening: A comparison between açai fruits (Euterpe oleracea) and other anthocyanin-rich fruits,R91,Food components identification
,Kaliyaperumal Ashokkumar and Marwan Diapari and Ambuj B. Jha and Bunyamin Tar’an and Gene Arganosa and Thomas D. Warkentin,https://www.sciencedirect.com/science/article/pii/S0889157515001313,10.1016/j.jfca.2015.04.014,0889-1575,2015,Journal of Food Composition and Analysis,Genetic diversity of nutritionally important carotenoids in 94 pea and 121 chickpea accessions,R91,Food components identification
,Seung-Hyun Choi and Woo-Jin Shin and Yeon-Sik Bong and Kwang-Sik Lee,https://www.sciencedirect.com/science/article/pii/S0889157522000345,10.1016/j.jfca.2022.104416,0889-1575,2022,Journal of Food Composition and Analysis,Effects of climate factors on spatiotemporal variation in carbon and oxygen isotope ratios in Korean rice,R91,Food components identification
,Amin Mohammadpour and Zahra Emadi and Mahsa Keshtkar and Leili Mohammadi and Mohadeseh Motamed-Jahromi and Mohammad Reza Samaei and Amin allah Zarei and Enayat Berizi and Amin {Mousavi Khaneghah},https://www.sciencedirect.com/science/article/pii/S0889157522004446,10.1016/j.jfca.2022.104826,0889-1575,2022,Journal of Food Composition and Analysis,Assessment of potentially toxic elements (PTEs) in fruits from Iranian market (Shiraz): A health risk assessment study,R91,Food components identification
,M. {Del Bubba} and E. Giordani and L. Pippucci and A. Cincinelli and L. Checchini and P. Galvan,https://www.sciencedirect.com/science/article/pii/S0889157509001252,10.1016/j.jfca.2009.02.015,0889-1575,2009,Journal of Food Composition and Analysis,"Changes in tannins, ascorbic acid and sugar content in astringent persimmons during on-tree growth and ripening and in response to different postharvest treatments",R91,Food components identification
,N. Cobas and L. Gómez-Limia and I. Franco and S. Martínez,https://www.sciencedirect.com/science/article/pii/S0889157521005287,10.1016/j.jfca.2021.104328,0889-1575,2022,Journal of Food Composition and Analysis,Amino acid profile and protein quality related to canning and storage of swordfish packed in different filling media,R91,Food components identification
,David J. Williams and Sharon Pun and Mridusmita Chaliha and Pieter Scheelings and Timothy O’Hare,https://www.sciencedirect.com/science/article/pii/S0889157512001172,10.1016/j.jfca.2012.06.007,0889-1575,2013,Journal of Food Composition and Analysis,An unusual combination in papaya (Carica papaya): The good (glucosinolates) and the bad (cyanogenic glycosides),R91,Food components identification
resource:KNSR2556,Jingjing Zhang and Guishan Liu and Yan Li and Mei Guo and Fangning Pu and Han Wang,https://www.sciencedirect.com/science/article/pii/S0889157522002083,10.1016/j.jfca.2022.104590,0889-1575,2022,Journal of Food Composition and Analysis,Rapid identification of lamb freshness grades using visible and near-infrared spectroscopy (Vis-NIR),R91,Food components identification
,Francesco {Di Gioia} and Pinarosa Avato and Francesco Serio and Maria Pia Argentieri,https://www.sciencedirect.com/science/article/pii/S088915751830022X,10.1016/j.jfca.2018.01.022,0889-1575,2018,Journal of Food Composition and Analysis,"Glucosinolate profile of Eruca sativa, Diplotaxis tenuifolia and Diplotaxis erucoides grown in soil and soilless systems",R91,Food components identification
,Alexandra {Tijerina Sáenz} and Ingrid Elisia and Sheila M. Innis and James K. Friel and David D. Kitts,https://www.sciencedirect.com/science/article/pii/S0889157509000969,10.1016/j.jfca.2009.01.021,0889-1575,2009,Journal of Food Composition and Analysis,Use of ORAC to assess antioxidant capacity of human milk,R91,Food components identification
,S.C. Cunha and A.I. Barrado and M.A. Faria and J.O. Fernandes,https://www.sciencedirect.com/science/article/pii/S088915751000298X,10.1016/j.jfca.2010.08.009,0889-1575,2011,Journal of Food Composition and Analysis,Assessment of 4-(5-)methylimidazole in soft drinks and dark beer,R91,Food components identification
,Jéssica Serrano-Díaz and Ana M. Sánchez and Luana Maggi and Manuel Carmona and Gonzalo L. Alonso,https://www.sciencedirect.com/science/article/pii/S0889157511000883,10.1016/j.jfca.2011.03.014,0889-1575,2011,Journal of Food Composition and Analysis,Synergic effect of water-soluble components on the coloring strength of saffron spice,R91,Food components identification
,Isabelle Sioen and Stefaan {De Henauw} and Frederik Verdonck and Nicky {Van Thuyne} and John {Van Camp},https://www.sciencedirect.com/science/article/pii/S0889157506001815,10.1016/j.jfca.2006.11.001,0889-1575,2007,Journal of Food Composition and Analysis,Development of a nutrient database and distributions for use in a probabilistic risk–benefit analysis of human seafood consumption,R91,Food components identification
,Juan Esteban {Mayorquín Guevara} and Alex Guimarães Sanches and Vanessa Maria Dantas Pedrosa and Mara Cristina Pessoa da Cruz and José Antônio Alberto da Silva and Gustavo Henrique de Almeida Teixeira,https://www.sciencedirect.com/science/article/pii/S0889157521002209,10.1016/j.jfca.2021.104020,0889-1575,2021,Journal of Food Composition and Analysis,The injection of zinc sulfate into banana tree pseudostem can triple the zinc content and it is an effective method for fruit biofortification,R91,Food components identification
,Hong-Ju He and Yangyang Wang and Mian Zhang and Yuling Wang and Xingqi Ou and Jingli Guo,https://www.sciencedirect.com/science/article/pii/S0889157522002599,10.1016/j.jfca.2022.104641,0889-1575,2022,Journal of Food Composition and Analysis,Rapid determination of reducing sugar content in sweet potatoes using NIR spectra,R91,Food components identification
,Jelena M. Mrmošanin and Aleksandra N. Pavlović and Jovana N. Krstić and Snežana S. Mitić and Snežana B. Tošić and Milan B. Stojković and Ružica J. Micić and Miodrag S. Đorđević,https://www.sciencedirect.com/science/article/pii/S0889157518300085,10.1016/j.jfca.2018.01.008,0889-1575,2018,Journal of Food Composition and Analysis,Multielemental quantification in dark chocolate by ICP OES,R91,Food components identification
,Margareta Hägg and Jorma Kumpulainen,https://www.sciencedirect.com/science/article/pii/S0889157583710331,10.1006/jfca.1993.1033,0889-1575,1993,Journal of Food Composition and Analysis,Thiamine and Riboflavin Contents in Domestic and Imported Cereal Products in Finland,R91,Food components identification
,Weiwei Chen and Xing Li and Yun Zhao and Shujian Chen and Hongzhi Yao and Huan Wang and Chunlin Wang and Qingyang Wu,https://www.sciencedirect.com/science/article/pii/S0889157522001387,10.1016/j.jfca.2022.104520,0889-1575,2022,Journal of Food Composition and Analysis,Effects of short-term low salinity stress on non-volatile flavor substances of muscle and hepatopancreas in Portunus trituberculatus,R91,Food components identification
,Jian Chen and Honggao Liu and Jieqing Li and Yuanzhong Wang,https://www.sciencedirect.com/science/article/pii/S0889157522003167,10.1016/j.jfca.2022.104698,0889-1575,2022,Journal of Food Composition and Analysis,A rapid and effective method for species identification of edible boletes: FT-NIR spectroscopy combined with ResNet,R91,Food components identification
,Severina Pacifico and Simona Piccolella and Paola Nocera and Elisabetta Tranquillo and Francesco {Dal Poggetto} and Michelina Catauro,https://www.sciencedirect.com/science/article/pii/S0889157517302077,10.1016/j.jfca.2017.07.041,0889-1575,2017,Journal of Food Composition and Analysis,Steviol glycosides content in cultivated Stevia rebaudiana Bertoni: A new sweet expectation from the Campania region (Italy),R91,Food components identification
,Gabriella Tamasi and Matteo Cambi and Nicola Gaggelli and Antonella Autino and Mauro Cresti and Renzo Cini,https://www.sciencedirect.com/science/article/pii/S0889157515000721,10.1016/j.jfca.2014.12.028,0889-1575,2015,Journal of Food Composition and Analysis,"The content of selected minerals and vitamin C for potatoes (Solanum tuberosum L.) from the high Tiber Valley area, southeast Tuscany",R91,Food components identification
,Alice Paris and Jérôme Ledauphin and Claire Lopez and Didier Hennequin and Jean-Luc Gaillard,https://www.sciencedirect.com/science/article/pii/S0889157517303162,10.1016/j.jfca.2017.12.034,0889-1575,2018,Journal of Food Composition and Analysis,Trace amount determination of monocyclic and polycyclic aromatic hydrocarbons in fruits: Extraction and analytical approaches,R91,Food components identification
,M. Fattore and D. Montesano and E. Pagano and R. Teta and F. Borrelli and A. Mangoni and S. Seccia and S. Albrizio,https://www.sciencedirect.com/science/article/pii/S0889157516301491,10.1016/j.jfca.2016.08.008,0889-1575,2016,Journal of Food Composition and Analysis,Carotenoid and flavonoid profile and antioxidant activity in “Pomodorino Vesuviano” tomatoes,R91,Food components identification
,Laurent Noël and Claude Chafey and Christian Testu and Jérémy Pinte and Pierre Velge and Thierry Guérin,https://www.sciencedirect.com/science/article/pii/S0889157510003017,10.1016/j.jfca.2010.08.011,0889-1575,2011,Journal of Food Composition and Analysis,"Contamination levels of lead, cadmium and mercury in imported and domestic lobsters and large crab species consumed in France: Differences between white and brown meat",R91,Food components identification
,Merideth Bonierbale and Wolfgang Grüneberg and Walter Amoros and Gabriela Burgos and Elisa Salas and Eduardo Porras and Thomas zum Felde,https://www.sciencedirect.com/science/article/pii/S0889157508001737,10.1016/j.jfca.2008.08.009,0889-1575,2009,Journal of Food Composition and Analysis,Total and individual carotenoid profiles in Solanum phureja cultivated potatoes: II. Development and application of near-infrared reflectance spectroscopy (NIRS) calibrations for germplasm characterization,R91,Food components identification
,Qi Peng and Jialing Chen and Kai Meng and Huajun Zheng and Guangqian Chen and Xin Xu and Zichen Lin and Guangfa Xie,https://www.sciencedirect.com/science/article/pii/S0889157522001818,10.1016/j.jfca.2022.104563,0889-1575,2022,Journal of Food Composition and Analysis,Rapid detection of adulteration of glutinous rice as raw material of Shaoxing Huangjiu (Chinese Rice Wine) by near infrared spectroscopy combined with chemometrics,R91,Food components identification
,Laura Siracusa and Fabio Gresta and Giovanni Avola and Grazia Maria Lombardo and Giuseppe Ruberto,https://www.sciencedirect.com/science/article/pii/S0889157510001237,10.1016/j.jfca.2010.02.007,0889-1575,2010,Journal of Food Composition and Analysis,Influence of corm provenance and environmental condition on yield and apocarotenoid profiles in saffron (Crocus sativus L.),R91,Food components identification
,P.K. Revelou and M.G. Kokotou and C.S. Pappas and V. Constantinou-Kokotou,https://www.sciencedirect.com/science/article/pii/S088915751730039X,10.1016/j.jfca.2017.01.020,0889-1575,2017,Journal of Food Composition and Analysis,Direct determination of total isothiocyanate content in broccoli using attenuated total reflectance infrared Fourier transform spectroscopy,R91,Food components identification
,David L. Anderson,https://www.sciencedirect.com/science/article/pii/S0889157512001457,10.1016/j.jfca.2012.08.002,0889-1575,2012,Journal of Food Composition and Analysis,"Effect of l-cysteine on drying and neutron irradiation loss of Hg, Se, As, and Br from fish tissue",R91,Food components identification
,Yue Jiang and Sayaka Nagao-Sato and Francine Overcash and Marla Reicks,https://www.sciencedirect.com/science/article/pii/S0889157521002611,10.1016/j.jfca.2021.104061,0889-1575,2021,Journal of Food Composition and Analysis,Associations between acculturation and diet and health indicators among U.S. Asian adults: NHANES 2011-2016,R91,Food components identification
,Samuel Fernández-Tomé and Javier Sanchón and Isidra Recio and Blanca Hernández-Ledesma,https://www.sciencedirect.com/science/article/pii/S0889157517300285,10.1016/j.jfca.2017.01.011,0889-1575,2018,Journal of Food Composition and Analysis,Transepithelial transport of lunasin and derived peptides: Inhibitory effects on the gastrointestinal cancer cells viability,R91,Food components identification
,Burhan Başaran and Hulya Turk,https://www.sciencedirect.com/science/article/pii/S088915752100377X,10.1016/j.jfca.2021.104177,0889-1575,2021,Journal of Food Composition and Analysis,The influence of consecutive use of different oil types and frying oil in French fries on the acrylamide level,R91,Food components identification
,T. Longvah and K. Mangthya and K. Subhash and Surojit Sen and Sunayana Rathi,https://www.sciencedirect.com/science/article/pii/S0889157521001526,10.1016/j.jfca.2021.103952,0889-1575,2021,Journal of Food Composition and Analysis,"Comprehensive nutritional evaluation of popular rice varieties of Assam, Northeast India",R91,Food components identification
,Tiphaine Lhuissier and Pierre-Edouard Mercier and Serge Michalet and Vincent Lebot and Laurent Legendre,https://www.sciencedirect.com/science/article/pii/S0889157517300443,10.1016/j.jfca.2017.02.005,0889-1575,2017,Journal of Food Composition and Analysis,Colorimetric assessment of kava (Piper methysticum Forst.) quality,R91,Food components identification
,Haiyang Gu and Yining Dong and Shuangjie Zhu and Xingyi Huang and Yanhui Sun and Quansheng Chen,https://www.sciencedirect.com/science/article/pii/S0889157522002587,10.1016/j.jfca.2022.104640,0889-1575,2022,Journal of Food Composition and Analysis,Development of a sensor-based fluorescent method for quality evaluation of used frying oils,R91,Food components identification
,Phindile Faith Ndlovu and Lembe Samukelo Magwaza and Samson Zeray Tesfay and Rebogile Ramaesele Mphahlele,https://www.sciencedirect.com/science/article/pii/S0889157521002350,10.1016/j.jfca.2021.104035,0889-1575,2021,Journal of Food Composition and Analysis,Vis-NIR spectroscopic and chemometric models for detecting contamination of premium green banana flour with wheat by quantifying resistant starch content,R91,Food components identification
,Adele Papetti and Mariarosa Maietta and Federica Corana and Giorgio Marrubini and Gabriella Gazzani,https://www.sciencedirect.com/science/article/pii/S0889157517302181,10.1016/j.jfca.2017.08.010,0889-1575,2017,Journal of Food Composition and Analysis,Polyphenolic profile of green/red spotted Italian Cichorium intybus salads by RP-HPLC-PDA-ESI-MSn,R91,Food components identification
,Lisa Lancellotti and Alessandro Ulrici and Simona Sighinolfi and Andrea Marchetti,https://www.sciencedirect.com/science/article/pii/S0889157520313259,10.1016/j.jfca.2020.103620,0889-1575,2020,Journal of Food Composition and Analysis,Chemical Characterization Of Commercial Balsamic Vinegar Glaze,R91,Food components identification
,Liangli Yu and Dwayne Adams and Bruce A. Watkins,https://www.sciencedirect.com/science/article/pii/S0889157503000176,10.1016/S0889-1575(03)00017-6,0889-1575,2003,Journal of Food Composition and Analysis,Comparison of commercial supplements containing conjugated linoleic acids,R91,Food components identification
,Mir Ali Farajzadeh and Leila Khoshmaram and Ali Akbar Alizadeh Nabil,https://www.sciencedirect.com/science/article/pii/S0889157514000507,10.1016/j.jfca.2014.03.004,0889-1575,2014,Journal of Food Composition and Analysis,Determination of pyrethroid pesticides residues in vegetable oils using liquid–liquid extraction and dispersive liquid–liquid microextraction followed by gas chromatography–flame ionization detection,R91,Food components identification
resource:KNSR2542,Bronisław K. Głód and Marian Kamiński and Paweł K. Zarzycki,https://www.sciencedirect.com/science/article/pii/S0889157513000598,10.1016/j.jfca.2013.02.012,0889-1575,2014,Journal of Food Composition and Analysis,Uncertainty of antioxidant profiling in complex mixtures using liquid chromatography involving post-column derivatisation,R91,Food components identification
,Işıl Gürsul Aktağ and Vural Gökmen,https://www.sciencedirect.com/science/article/pii/S0889157520300983,10.1016/j.jfca.2020.103523,0889-1575,2020,Journal of Food Composition and Analysis,"A survey of the occurrence of α-dicarbonyl compounds and 5-hydroxymethylfurfural in dried fruits, fruit juices, puree and concentrates",R91,Food components identification
,Ali Heshmati and Iraj Khodadadi,https://www.sciencedirect.com/science/article/pii/S0889157509000982,10.1016/j.jfca.2009.02.009,0889-1575,2009,Journal of Food Composition and Analysis,Reduction of cholesterol in beef suet using lecithin,R91,Food components identification
,Giovanna Lomolino and Federico Zocca and Paolo Spettoli and Giampaolo Zanin and Anna Lante,https://www.sciencedirect.com/science/article/pii/S0889157510001134,10.1016/j.jfca.2010.04.001,0889-1575,2010,Journal of Food Composition and Analysis,A preliminary study on changes in phenolic content during Bianchetta Trevigiana winemaking,R91,Food components identification
,Farah Wahidah Mohd Hassan and Muggundha Raoov and Sazlinda Kamaruzaman and Ahmad Husaini Mohamed and Wan Nazihah Wan Ibrahim and Nor Suhaila Mohamad Hanapi and Nur Nadhirah Mohamad Zain and Noorfatimah Yahaya and David Da Yong Chen,https://www.sciencedirect.com/science/article/pii/S088915752100257X,10.1016/j.jfca.2021.104057,0889-1575,2021,Journal of Food Composition and Analysis,A rapid and efficient dispersive trehalose biosurfactant enhanced magnetic solid phase extraction for the sensitive determination of organophosphorus pesticides in cabbage (Brassica olearaceae var. capitate) samples by GC-FID,R91,Food components identification
,G.P. Savage and L. Mårtensson,https://www.sciencedirect.com/science/article/pii/S088915750900194X,10.1016/j.jfca.2009.07.001,0889-1575,2010,Journal of Food Composition and Analysis,"Comparison of the estimates of the oxalate content of taro leaves and corms and a selection of Indian vegetables following hot water, hot acid and in vitro extraction methods",R91,Food components identification
,Norma B Farfán and Norma Sammán,https://www.sciencedirect.com/science/article/pii/S0889157503000061,10.1016/S0889-1575(03)00006-1,0889-1575,2003,Journal of Food Composition and Analysis,Retention of nutrients in processed cuts of Creole cattle,R91,Food components identification
resource:KNSR2581,Bjørn Tore Dragnes and Svein Kristian Stormo and Rune Larsen and Hege Holm Ernstsen and Edel O. Elvevoll,https://www.sciencedirect.com/science/article/pii/S0889157509000908,10.1016/j.jfca.2009.01.020,0889-1575,2009,Journal of Food Composition and Analysis,Utilisation of fish industry residuals: Screening the taurine concentration and angiotensin converting enzyme inhibition potential in cod and salmon,R91,Food components identification
,Vikas Jaitak and Kapil Sharma and Kalpana Kalia and Neeraj Kumar and  H.P.Singh and V.K. Kaul and Bikram Singh,https://www.sciencedirect.com/science/article/pii/S0889157509001161,10.1016/j.jfca.2009.02.013,0889-1575,2010,Journal of Food Composition and Analysis,Antioxidant activity of Potentilla fulgens: An alpine plant of western Himalaya,R91,Food components identification
,G. González-Neves and G. Gil and L. Barreiro and G. Favre,https://www.sciencedirect.com/science/article/pii/S0889157510001183,10.1016/j.jfca.2009.08.021,0889-1575,2010,Journal of Food Composition and Analysis,Pigment profile of red wines cv. Tannat made with alternative winemaking techniques,R91,Food components identification
,Donald Bergeron and Rodney J. Bushway and Franklin L. Roberts and Irv Kornfield and John Okedi and Alfred A. Bushway,https://www.sciencedirect.com/science/article/pii/0889157588900385,10.1016/0889-1575(88)90038-5,0889-1575,1988,Journal of Food Composition and Analysis,"The nutrient composition of an insect flour sample from Lake Victoria, Uganda",R91,Food components identification
,Zack C.F. Wong and Gallant K.L. Chan and Long Wu and Henry H.N. Lam and Ping Yao and Tina T.X. Dong and Karl W.K. Tsim,https://www.sciencedirect.com/science/article/pii/S0889157517302922,10.1016/j.jfca.2017.12.014,0889-1575,2018,Journal of Food Composition and Analysis,A comprehensive proteomics study on edible bird’s nest using new monoclonal antibody approach and application in quality control,R91,Food components identification
,Anna Michalska and Aneta Wojdyło and Bożena Bogucka,https://www.sciencedirect.com/science/article/pii/S0889157516300011,10.1016/j.jfca.2016.01.004,0889-1575,2016,Journal of Food Composition and Analysis,The influence of nitrogen and potassium fertilisation on the content of polyphenolic compounds and antioxidant capacity of coloured potato,R91,Food components identification
,Tracy Amofa-Diatuo and Daniel M. Anang and Francisco J. Barba and Brijesh K. Tiwari,https://www.sciencedirect.com/science/article/pii/S0889157516301740,10.1016/j.jfca.2016.10.001,0889-1575,2017,Journal of Food Composition and Analysis,Development of new apple beverages rich in isothiocyanates by using extracts obtained from ultrasound-treated cauliflower by-products: Evaluation of physical properties and consumer acceptance,R91,Food components identification
,Yuanyuan Xia and Fulei Liu and Feng Feng and Wenyuan Liu,https://www.sciencedirect.com/science/article/pii/S0889157517301278,10.1016/j.jfca.2017.05.009,0889-1575,2017,Journal of Food Composition and Analysis,"Characterization, quantitation and similarity evaluation of Codonopsis lanceolata from different regions in China by HPLC-Q-TQF-MS and chemometrics",R91,Food components identification
,Catherine M. Champagne and H.Raymond Allen,https://www.sciencedirect.com/science/article/pii/S088915750400033X,10.1016/j.jfca.2004.03.005,0889-1575,2004,Journal of Food Composition and Analysis,From the mainframe to the internet: the evolution of Moore's Extended Nutrient (MENu) database,R91,Food components identification
,Vesna Tepavčević and Jelena Cvejić and Mihalj Poša and Artur Bjelica and Jegor Miladinović and Myrto Rizou and Turki M.S. Aldawoud and Charis M. Galanakis,https://www.sciencedirect.com/science/article/pii/S0889157520313752,10.1016/j.jfca.2020.103670,0889-1575,2021,Journal of Food Composition and Analysis,Classification and discrimination of soybean (Glycine max (L.) Merr.) genotypes based on their isoflavone content,R91,Food components identification
,C.M. {López Ortíz} and M.S. {Prats Moya} and V. {Berenguer Navarro},https://www.sciencedirect.com/science/article/pii/S0889157505000773,10.1016/j.jfca.2005.06.001,0889-1575,2006,Journal of Food Composition and Analysis,A rapid chromatographic method for simultaneous determination of β-sitosterol and tocopherol homologues in vegetable oils,R91,Food components identification
,Alfredo {Bianco Junior} and Heitor Daguer and Liris Kindlein,https://www.sciencedirect.com/science/article/pii/S0889157521004270,10.1016/j.jfca.2021.104227,0889-1575,2022,Journal of Food Composition and Analysis,Baseline sodium nitrate and nitrite concentrations in fresh and processed meats,R91,Food components identification
,Daniela Erba and M. Cristina Casiraghi and Albert Ribas-Agustí and Rafaela Cáceres and Oriol Marfà and Massimo Castellari,https://www.sciencedirect.com/science/article/pii/S088915751300080X,10.1016/j.jfca.2013.05.014,0889-1575,2013,Journal of Food Composition and Analysis,Nutritional value of tomatoes (Solanum lycopersicum L.) grown in greenhouse by different agronomic techniques,R91,Food components identification
,Ryszard Dobrowolski and Magdalena Otto,https://www.sciencedirect.com/science/article/pii/S0889157512000439,10.1016/j.jfca.2012.03.002,0889-1575,2012,Journal of Food Composition and Analysis,Determination of nickel and cobalt in reference plant materials by carbon slurry sampling GFAAS technique after their simultaneous preconcentration onto modified activated carbon,R91,Food components identification
